entity,type,year
Research and Development for the Advertising Platform,ORG,2012
Microsoft Business Solutions,ORG,2012
Server,ORG,2012
Microsoft,ORG,2012
Windows & Windows Live Division,ORG,2012
Office,ORG,2012
Office,ORG,2012
Microsoft,ORG,2012
General Counsel,ORG,2012
General Counsel,ORG,2012
Microsoft,ORG,2012
Microsoft,ORG,2012
"Wal-Mart Stores, Inc.",ORG,2012
Sams Club,ORG,2012
Wal-Marts Information Systems Division,ORG,2012
the Information Systems Division,ORG,2012
Investor Relations,ORG,2012
the Securities and Exchange Commission,ORG,2012
RSS,ORG,2012
SEC,ORG,2012
Microsoft Office,ORG,2012
Bing,ORG,2012
Windows Azure Services,ORG,2012
Microsoft,ORG,2012
customers,ORG,2012
"Bing, Exchange Online",ORG,2012
Office 365,ORG,2012
SharePoint Online,ORG,2012
Skype,ORG,2012
Microsoft Office Web Apps,ORG,2012
the U.S. Department of Justice,ORG,2012
The European Commission,ORG,2012
Microsoft,ORG,2012
Commission,ORG,2012
Commission,ORG,2012
Microsoft,ORG,2012
Commissions,ORG,2012
Commissions,ORG,2012
Microsoft,ORG,2012
Skype,ORG,2012
governments,ORG,2012
Microsoft Office,ORG,2012
Bing,ORG,2012
Windows Azure Services,ORG,2012
Microsoft,ORG,2012
OEM,ORG,2012
Online Services Division,ORG,2012
managements,ORG,2012
Skype,ORG,2012
Skype,ORG,2012
SEC,ORG,2012
Microsoft,ORG,2013
Surface RT,ORG,2013
Surface Pro,ORG,2013
Kinect,ORG,2013
Microsoft,ORG,2013
Microsoft Office 365,ORG,2013
Microsoft Dynamics CRM Online,ORG,2013
Bing,ORG,2013
Skype,ORG,2013
Yammer,ORG,2013
customers,ORG,2013
Windows Division,ORG,2013
Server and Tools,ORG,2013
Online Services Division,ORG,2013
Microsoft Business Division,ORG,2013
Entertainment and Devices Division,ORG,2013
Windows Division Windows Division,ORG,2013
Surface RT,ORG,2013
Windows Division,ORG,2013
Windows Division,ORG,2013
Surface RT,ORG,2013
Principal Products and Services,ORG,2013
Windows Services,ORG,2013
Outlook.com,ORG,2013
Surface RT,ORG,2013
Surface RT,ORG,2013
Surface Pro,ORG,2013
Apple,ORG,2013
Google,ORG,2013
Outlook.com,ORG,2013
Apple,ORG,2013
Google,ORG,2013
Yahoo,ORG,2013
Surface Pro,ORG,2013
RT,ORG,2013
Server and Tools Server,ORG,2013
Microsoft,ORG,2013
Server and Tools,ORG,2013
Microsoft,ORG,2013
Server and Tools,ORG,2013
Microsoft Business Division,ORG,2013
Windows Division,ORG,2013
Server and Tools,ORG,2013
Enterprise Services,ORG,2013
Principal Products and Services,ORG,2013
Microsoft SQL Server,ORG,2013
Visual Studio,ORG,2013
System Center,ORG,2013
Microsoft Consulting Services,ORG,2013
Hewlett-Packard,ORG,2013
IBM,ORG,2013
Oracle,ORG,2013
Linux,ORG,2013
Linux,ORG,2013
Linux,ORG,2013
Red Hat,ORG,2013
IBM,ORG,2013
Oracle,ORG,2013
the Java Platform Enterprise Edition,ORG,2013
CA Technologies,ORG,2013
IBM,ORG,2013
Oracle,ORG,2013
Linux,ORG,2013
PHP,ORG,2013
Java,ORG,2013
Spring Framework,ORG,2013
BMC,ORG,2013
CA Technologies,ORG,2013
Hewlett-Packard,ORG,2013
IBM,ORG,2013
IBM,ORG,2013
Oracle,ORG,2013
SAP,ORG,2013
Adobe,ORG,2013
IBM,ORG,2013
Oracle,ORG,2013
CA Technologies,ORG,2013
IBM,ORG,2013
Oracle,ORG,2013
SAP,ORG,2013
PHP,ORG,2013
Rails,ORG,2013
IBM,ORG,2013
Intel,ORG,2013
Linux,ORG,2013
Linux,ORG,2013
Metrowerks,ORG,2013
MontaVista Software,ORG,2013
Amazon,ORG,2013
Google,ORG,2013
IBM,ORG,2013
Oracle,ORG,2013
Salesforce.com,ORG,2013
VMware,ORG,2013
Enterprise Services,ORG,2013
Enterprise Services,ORG,2013
OSD,ORG,2013
OSD,ORG,2013
Bing,ORG,2013
MSN,ORG,2013
Yahoo,ORG,2013
Yahoo,ORG,2013
Bing,ORG,2013
MSN,ORG,2013
Bing,ORG,2013
Microsoft,ORG,2013
Office,ORG,2013
Bing,ORG,2013
Principal Products and Services,ORG,2013
Bing,ORG,2013
MSN,ORG,2013
Google,ORG,2013
Microsoft Business Division,ORG,2013
Microsoft Business Division,ORG,2013
MBD,ORG,2013
Microsoft Office,ORG,2013
Office,ORG,2013
Office 365,ORG,2013
SharePoint,ORG,2013
Exchange,ORG,2013
Lync,ORG,2013
Microsoft Dynamics,ORG,2013
MBD,ORG,2013
Office,ORG,2013
Office,ORG,2013
Microsoft Dynamics,ORG,2013
CRM,ORG,2013
MBD,ORG,2013
Office,ORG,2013
Microsoft Dynamics,ORG,2013
MBD,ORG,2013
Principal Products and Services,ORG,2013
Microsoft Office,ORG,2013
Microsoft Exchange,ORG,2013
Microsoft SharePoint,ORG,2013
Microsoft Lync,ORG,2013
Yammer,ORG,2013
Microsoft Office Project and Office,ORG,2013
Visio,ORG,2013
Microsoft Dynamics ERP and Dynamics CRM,ORG,2013
Microsoft Office 365,ORG,2013
"Microsoft Office, Exchange",ORG,2013
SharePoint,ORG,2013
Lync,ORG,2013
Microsoft Office Web Apps,ORG,2013
Microsoft Word,ORG,2013
PowerPoint,ORG,2013
OneNote,ORG,2013
Office,ORG,2013
Competition Competitors to Office,ORG,2013
Adobe,ORG,2013
Apple,ORG,2013
Google,ORG,2013
IBM,ORG,2013
Oracle,ORG,2013
SAP,ORG,2013
Apple,ORG,2013
Cisco,ORG,2013
IBM,ORG,2013
Google,ORG,2013
Office,ORG,2013
Office,ORG,2013
Microsoft Dynamics,ORG,2013
Oracle,ORG,2013
SAP,ORG,2013
Microsoft Dynamics,ORG,2013
Microsoft Dynamics CRM Online,ORG,2013
Microsoft Dynamics,ORG,2013
Entertainment and Devices Division Entertainment and Devices Division,ORG,2013
EDD,ORG,2013
Kinect,ORG,2013
Skype,ORG,2013
Microsoft Office,ORG,2013
Xbox LIVE,ORG,2013
Nokia,ORG,2013
Principal Products and Services,ORG,2013
Kinect,ORG,2013
Skype,ORG,2013
Nintendo,ORG,2013
Sony,ORG,2013
Nintendo,ORG,2013
Sony,ORG,2013
Sony,ORG,2013
Nintendo,ORG,2013
Nintendo,ORG,2013
Sony,ORG,2013
Apple,ORG,2013
Google,ORG,2013
Apple,ORG,2013
Google,ORG,2013
Blackberry,ORG,2013
Skype,ORG,2013
Apple,ORG,2013
Google,ORG,2013
Kinect,ORG,2013
Microsoft,ORG,2013
Kinect,ORG,2013
Microsoft,ORG,2013
IBM,ORG,2013
Taiwan Semiconductor Manufacturing Company,ORG,2013
Microsoft,ORG,2013
licensees,ORG,2013
Microsoft Research,ORG,2013
Microsoft Research,ORG,2013
Microsoft,ORG,2013
Microsoft Office,ORG,2013
"OEMs,",ORG,2013
Microsoft,ORG,2013
Acer,ORG,2013
ASUS,ORG,2013
Dell,ORG,2013
Fujitsu,ORG,2013
HTC,ORG,2013
Hewlett-Packard,ORG,2013
LG,ORG,2013
Lenovo,ORG,2013
Nokia,ORG,2013
Samsung,ORG,2013
Sony,ORG,2013
Toshiba,ORG,2013
Microsoft,ORG,2013
Microsoft,ORG,2013
Microsoft,ORG,2013
Software,ORG,2013
Enterprise Software Advisors,ORG,2013
Ingram Micro,ORG,2013
Tech Data,ORG,2013
CDW,ORG,2013
Dell,ORG,2013
Insight Enterprises,ORG,2013
Software House International,ORG,2013
Microsoft Dynamics,ORG,2013
Wal-Mart,ORG,2013
Dixons,ORG,2013
Microsoft Stores,ORG,2013
Surface,ORG,2013
Microsoft Stores,ORG,2013
Bing,ORG,2013
MSN,ORG,2013
Microsoft Office Web Apps,ORG,2013
Skype,ORG,2013
Exchange Online,ORG,2013
Microsoft Dynamics CRM Online,ORG,2013
Office 365,ORG,2013
"Office, Exchange",ORG,2013
SharePoint,ORG,2013
Lync,ORG,2013
Yammer,ORG,2013
Microsoft Developer Networks,ORG,2013
Open Programs,ORG,2013
the Open Programs,ORG,2013
Open Programs,ORG,2013
customers,ORG,2013
the Open License Program,ORG,2013
the Select Plus Program,ORG,2013
Open Programs,ORG,2013
the Select Plus Program,ORG,2013
the Select Plus Program,ORG,2013
The Microsoft Services Provider License Agreement,ORG,2013
Independent Software Vendors,ORG,2013
Microsoft Online Services Reseller Agreement,ORG,2013
Microsoft Online Services,ORG,2013
partners,ORG,2013
Microsoft Online Subscription Agreement,ORG,2013
Microsoft Online Services,ORG,2013
Windows Azure Subscription,ORG,2013
Enterprise Agreement Licensing Enterprise,ORG,2013
Online Services,ORG,2013
the Enterprise Subscription Program,ORG,2013
Business Development,ORG,2013
Advanced Strategy,ORG,2013
General Counsel,ORG,2013
Sales and Support,ORG,2013
Microsoft,ORG,2013
Business Development and Evangelism,ORG,2013
Microsofts Skype Division,ORG,2013
Microsoft,ORG,2013
Skype,ORG,2013
Skype,ORG,2013
"Cisco Systems, Inc.",ORG,2013
Enterprise,ORG,2013
Commercial and Small Business,ORG,2013
Ciscos,ORG,2013
Human Resources,ORG,2013
the Home and Retail Division,ORG,2013
Microsoft,ORG,2013
Microsoft,ORG,2013
the Kids Business,ORG,2013
the Microsoft Business Division,ORG,2013
Microsoft Business Division Strategy,ORG,2013
Microsoft,ORG,2013
the Server and Tools Business,ORG,2013
Windows Division Marketing and Finance,ORG,2013
Business Solutions,ORG,2013
Microsoft,ORG,2013
Great Plains Software,ORG,2013
Advanced Strategy and Research,ORG,2013
Microsoft,ORG,2013
Server and Tools,ORG,2013
General Counsel,ORG,2013
Microsoft,ORG,2013
Microsoft,ORG,2013
"Wal-Mart Stores, Inc.",ORG,2013
Sams Club,ORG,2013
Wal-Marts Information Systems Division,ORG,2013
the Information Systems Division,ORG,2013
the Board of Directors,ORG,2013
"Nordstrom,",ORG,2013
Investor Relations,ORG,2013
the Securities and Exchange Commission,ORG,2013
RSS,ORG,2013
SEC,ORG,2013
Surface,ORG,2013
Microsoft Office,ORG,2013
Bing,ORG,2013
Windows Azure Services,ORG,2013
Microsoft,ORG,2013
Surface,ORG,2013
managements,ORG,2013
Skype,ORG,2013
Microsoft,ORG,2013
customers,ORG,2013
Security,ORG,2013
"Bing, Exchange Online",ORG,2013
Office 365,ORG,2013
SharePoint Online,ORG,2013
Skype,ORG,2013
Outlook.com,ORG,2013
Microsoft Office Web Apps,ORG,2013
the U.S. Department of Justice,ORG,2013
The European Commission,ORG,2013
Microsoft,ORG,2013
Commission,ORG,2013
Commission,ORG,2013
Microsoft,ORG,2013
Commissions,ORG,2013
Commission,ORG,2013
the European Commission,ORG,2013
,ORG,2013
Skype,ORG,2013
governments,ORG,2013
Congress,ORG,2013
Online Services Division,ORG,2013
SEC,ORG,2013
Microsoft,ORG,2014
Bing,ORG,2014
Microsoft Azure,ORG,2014
Microsoft Dynamics CRM Online,ORG,2014
Microsoft Office 365,ORG,2014
OneDrive,ORG,2014
Skype,ORG,2014
Yammer,ORG,2014
customers,ORG,2014
D&C Hardware,ORG,2014
D&C Other,ORG,2014
Commercial Licensing,ORG,2014
Commercial Other,ORG,2014
Nokia Corporations,ORG,2014
Devices and Services Business,ORG,2014
NDS,ORG,2014
Phone Hardware,ORG,2014
NDS,ORG,2014
Nokia,ORG,2014
D&C Licensing,ORG,2014
Nokia,ORG,2014
Phone Hardware,ORG,2014
D&C Hardware,ORG,2014
Computing and Gaming Hardware,ORG,2014
D&C,ORG,2014
D&C Licensing,ORG,2014
"Computing and Gaming Hardware, Phone Hardware",ORG,2014
D&C,ORG,2014
D&C Licensing,ORG,2014
D&C Licensing,ORG,2014
Microsoft Office,ORG,2014
Office,ORG,2014
Office,ORG,2014
D&C Licensing,ORG,2014
Office Consumer,ORG,2014
Office,ORG,2014
Office 365 Consumer,ORG,2014
Office,ORG,2014
Office 365 Consumer,ORG,2014
NDS,ORG,2014
Microsoft,ORG,2014
Nokia,ORG,2014
D&C Licensing,ORG,2014
Windows Phone,ORG,2014
Apple,ORG,2014
Google,ORG,2014
Office,ORG,2014
D&C Licensing,ORG,2014
Apple,ORG,2014
Google,ORG,2014
Apple,ORG,2014
Google,ORG,2014
Android,ORG,2014
Android,ORG,2014
Blackberry,ORG,2014
Computing and Gaming Hardware,ORG,2014
the Computing and Gaming Hardware,ORG,2014
Xbox Live,ORG,2014
Microsoft,ORG,2014
the Surface Pro 3,ORG,2014
Sony,ORG,2014
Nintendo,ORG,2014
Nintendo,ORG,2014
Sony,ORG,2014
Sony,ORG,2014
Nintendo,ORG,2014
Phone Hardware,ORG,2014
Lumia Smartphones,ORG,2014
non-Lumia,ORG,2014
NDS,ORG,2014
Samsung,ORG,2014
Apple,ORG,2014
D&C,ORG,2014
Office 365 Consumer,ORG,2014
Office 365 Home and Office 365 Personal,ORG,2014
Studios,ORG,2014
Bing,ORG,2014
Bing Ads,ORG,2014
MSN,ORG,2014
Windows Services,ORG,2014
Yahoo,ORG,2014
Yahoo,ORG,2014
Office 365 Consumer,ORG,2014
Microsoft Office,ORG,2014
Xbox,ORG,2014
Amazon,ORG,2014
Apple,ORG,2014
Google,ORG,2014
Google,ORG,2014
Facebook,ORG,2014
Yahoo,ORG,2014
Office 365 Consumer,ORG,2014
Office Consumer,ORG,2014
Electronic Arts,ORG,2014
the Commercial Licensing and Commercial Other,ORG,2014
Commercial Licensing,ORG,2014
Commercial Licensing,ORG,2014
Microsoft SQL Server,ORG,2014
System Center,ORG,2014
Client Access Licenses,ORG,2014
Microsoft Office,ORG,2014
"Office, Exchange",ORG,2014
SharePoint,ORG,2014
Lync,ORG,2014
Skype,ORG,2014
Microsoft Dynamics,ORG,2014
Office,ORG,2014
"Microsoft SQL Server, Exchange",ORG,2014
SharePoint,ORG,2014
Lync,ORG,2014
Office,ORG,2014
Office in Commercial Licensing,ORG,2014
Office Commercial,ORG,2014
Skype,ORG,2014
Microsoft Dynamics,ORG,2014
Hewlett-Packard,ORG,2014
IBM,ORG,2014
Oracle,ORG,2014
Linux,ORG,2014
Linux,ORG,2014
Red Hat,ORG,2014
IBM,ORG,2014
Oracle,ORG,2014
the Java Platform Enterprise Edition,ORG,2014
CA Technologies,ORG,2014
IBM,ORG,2014
Oracle,ORG,2014
Linux,ORG,2014
PHP,ORG,2014
Java,ORG,2014
Spring Framework,ORG,2014
BMC,ORG,2014
CA Technologies,ORG,2014
Hewlett-Packard,ORG,2014
IBM,ORG,2014
IBM,ORG,2014
Oracle,ORG,2014
SAP,ORG,2014
Adobe,ORG,2014
IBM,ORG,2014
Oracle,ORG,2014
CA Technologies,ORG,2014
IBM,ORG,2014
Oracle,ORG,2014
SAP,ORG,2014
PHP,ORG,2014
Rails,ORG,2014
IBM,ORG,2014
Intel,ORG,2014
Linux,ORG,2014
Linux,ORG,2014
Metrowerks,ORG,2014
MontaVista Software,ORG,2014
D&C Licensing,ORG,2014
Office Commercial,ORG,2014
Competitors to Office Commercial,ORG,2014
Adobe Systems,ORG,2014
Apple,ORG,2014
Cisco Systems,ORG,2014
Google,ORG,2014
IBM,ORG,2014
Oracle,ORG,2014
SAP,ORG,2014
Cisco Systems,ORG,2014
Google,ORG,2014
Skype,ORG,2014
Microsoft Dynamics,ORG,2014
Oracle,ORG,2014
SAP,ORG,2014
Microsoft Dynamics,ORG,2014
Infor,ORG,2014
The Sage Group,ORG,2014
Microsoft Dynamics CRM,ORG,2014
Commercial Other,ORG,2014
Enterprise Services,ORG,2014
Microsoft Consulting Services,ORG,2014
Commercial Cloud,ORG,2014
Office 365 Commercial,ORG,2014
Microsoft Office,ORG,2014
Microsoft,ORG,2014
Microsoft Consulting Services,ORG,2014
Microsoft,ORG,2014
Microsoft,ORG,2014
Office 365 Commercial,ORG,2014
"Microsoft Office, Exchange",ORG,2014
SharePoint,ORG,2014
Lync,ORG,2014
Microsoft Azure,ORG,2014
Office 365 Commercial,ORG,2014
Office Commercial,ORG,2014
Microsoft Dynamics,ORG,2014
CRM,ORG,2014
Microsoft Azure,ORG,2014
Amazon,ORG,2014
Google,ORG,2014
IBM,ORG,2014
Oracle,ORG,2014
Salesforce.com,ORG,2014
VMware,ORG,2014
Microsoft,ORG,2014
NDS,ORG,2014
Product and Service Development and Intellectual Property,ORG,2014
 Applications and Services Engineering Group,ORG,2014
Cloud and Enterprise Engineering Group,ORG,2014
Devices Engineering Group,ORG,2014
non-Lumia,ORG,2014
Pixel,ORG,2014
Operating Systems Engineering Group,ORG,2014
Universal Store,ORG,2014
Microsoft,ORG,2014
licensees,ORG,2014
NDS,ORG,2014
Nokia,ORG,2014
Nokia,ORG,2014
Microsoft Research,ORG,2014
Microsoft Research,ORG,2014
Microsoft,ORG,2014
Microsoft,ORG,2014
Microsoft Office,ORG,2014
Bing,ORG,2014
"OEMs,",ORG,2014
Microsoft,ORG,2014
Acer,ORG,2014
ASUS,ORG,2014
Dell,ORG,2014
Fujitsu,ORG,2014
HTC,ORG,2014
Hewlett-Packard,ORG,2014
LG,ORG,2014
Lenovo,ORG,2014
Samsung,ORG,2014
Sony,ORG,2014
Toshiba,ORG,2014
Microsoft,ORG,2014
Microsoft,ORG,2014
Microsoft,ORG,2014
Ingram Micro,ORG,2014
Tech Data,ORG,2014
CDW,ORG,2014
Dell,ORG,2014
Insight Enterprises,ORG,2014
Software House International,ORG,2014
Microsoft Dynamics,ORG,2014
Wal-Mart,ORG,2014
Dixons,ORG,2014
Microsoft,ORG,2014
Microsoft,ORG,2014
Bing,ORG,2014
MSN,ORG,2014
Office 365,ORG,2014
Outlook.com,ORG,2014
Skype,ORG,2014
Microsoft Dynamics CRM Online,ORG,2014
Microsoft Azure,ORG,2014
Office 365,ORG,2014
"Microsoft Office, Exchange",ORG,2014
SharePoint,ORG,2014
Lync,ORG,2014
Yammer,ORG,2014
Microsoft Developer Network,ORG,2014
Microsoft,ORG,2014
Customer Licensing Programs Open Licensing Designed,ORG,2014
Open Programs,ORG,2014
the Open Programs,ORG,2014
Open Programs,ORG,2014
customers,ORG,2014
Office 365,ORG,2014
the Open Program,ORG,2014
the Select Plus Program,ORG,2014
Open Programs,ORG,2014
the Select Plus Program,ORG,2014
the Select Plus Program,ORG,2014
Online Services,ORG,2014
the Enterprise Subscription Program,ORG,2014
Customer Licensing Programs,ORG,2014
Microsoft Online Services,ORG,2014
Microsoft Azure Agreement,ORG,2014
Microsoft Azure Subscription,ORG,2014
Microsoft Services Provider License Agreement,ORG,2014
Independent Software Vendors,ORG,2014
Microsoft Online Services Reseller Agreement,ORG,2014
Microsoft Online Services,ORG,2014
partners,ORG,2014
Independent Software Vendor Royalty Program,ORG,2014
Microsoft,ORG,2014
Company,ORG,2014
General Counsel,ORG,2014
Cloud and Enterprise,ORG,2014
Server and Tools,ORG,2014
Online Services Division,ORG,2014
Search,ORG,2014
Portal,ORG,2014
Advertising,ORG,2014
Microsoft,ORG,2014
Microsoft Business Division,ORG,2014
Human Resources,ORG,2014
Human Resources,ORG,2014
Human Resources,ORG,2014
the Home and Retail Division,ORG,2014
Microsoft,ORG,2014
Microsoft,ORG,2014
the Kids Business,ORG,2014
the Consumer Channels Group,ORG,2014
Microsoft,ORG,2014
the Microsoft Office Division,ORG,2014
Microsoft Office,ORG,2014
SharePoint,ORG,2014
Exchange,ORG,2014
Lync,ORG,2014
Project,ORG,2014
Visio,ORG,2014
the Microsoft Business Division,ORG,2014
Microsoft Business Division Strategy,ORG,2014
Microsoft,ORG,2014
the Server and Tools Business,ORG,2014
General Counsel,ORG,2014
General Counsel,ORG,2014
Microsoft,ORG,2014
Microsoft,ORG,2014
"Wal-Mart Stores, Inc.",ORG,2014
Sams Club,ORG,2014
Wal-Marts Information Systems Division,ORG,2014
the Information Systems Division,ORG,2014
the Board of Directors,ORG,2014
"Nordstrom, Inc.",ORG,2014
NDS,ORG,2014
NDS,ORG,2014
NDS,ORG,2014
Investor Relations,ORG,2014
the Securities and Exchange Commission,ORG,2014
RSS,ORG,2014
SEC,ORG,2014
Microsoft,ORG,2014
Investor Relations,ORG,2014
Surface,ORG,2014
Microsoft Office,ORG,2014
Bing,ORG,2014
Microsoft Azure Services,ORG,2014
Nokia,ORG,2014
NDS,ORG,2014
Microsoft,ORG,2014
Online Services Division,ORG,2014
NDS,ORG,2014
Lumia,ORG,2014
customers,ORG,2014
"Bing, Exchange Online",ORG,2014
Office 365,ORG,2014
SharePoint Online,ORG,2014
"OneDrive, Skype",ORG,2014
Xbox Live,ORG,2014
Microsoft Azure,ORG,2014
Outlook.com,ORG,2014
Microsoft Office Web Apps,ORG,2014
Windows Stores,ORG,2014
Microsoft Account,ORG,2014
The European Commission,ORG,2014
Microsoft,ORG,2014
Commission,ORG,2014
Commission,ORG,2014
Microsoft,ORG,2014
Commissions,ORG,2014
Commission,ORG,2014
Skype,ORG,2014
governments,ORG,2014
NDS,ORG,2014
Congress,ORG,2014
Lumia,ORG,2014
OEM,ORG,2014
SEC,ORG,2014
Microsoft,ORG,2015
Microsoft,ORG,2015
Founded,ORG,2015
Skype,ORG,2015
OneDrive,ORG,2015
PowerPoint,ORG,2015
Bing,ORG,2015
Dynamics,ORG,2015
Office 365,ORG,2015
Microsoft,ORG,2015
Company,ORG,2015
"Cortana, Office",ORG,2015
Microsoft Edge,ORG,2015
D&C Licensing,ORG,2015
"Computing and Gaming Hardware, Phone Hardware",ORG,2015
Commercial Licensing,ORG,2015
Nokia Corporations,ORG,2015
Devices and Services Business,ORG,2015
NDS,ORG,2015
Nokia,ORG,2015
D&C Licensing,ORG,2015
Nokia,ORG,2015
D&C,ORG,2015
D&C Licensing,ORG,2015
"Computing and Gaming Hardware, Phone Hardware",ORG,2015
D&C,ORG,2015
D&C Licensing,ORG,2015
D&C Licensing,ORG,2015
Microsoft Office,ORG,2015
Office,ORG,2015
OEM,ORG,2015
Office,ORG,2015
D&C Licensing,ORG,2015
Office Consumer,ORG,2015
Office,ORG,2015
Office 365 Consumer,ORG,2015
Office,ORG,2015
Office 365 Consumer,ORG,2015
NDS,ORG,2015
Microsoft,ORG,2015
Nokia,ORG,2015
D&C Licensing,ORG,2015
Windows Phone,ORG,2015
Apple,ORG,2015
Google,ORG,2015
Office,ORG,2015
D&C Licensing,ORG,2015
Apple,ORG,2015
Google,ORG,2015
Apple,ORG,2015
Google,ORG,2015
Android,ORG,2015
Blackberry,ORG,2015
Computing and Gaming Hardware,ORG,2015
the Computing and Gaming Hardware,ORG,2015
Xbox Live,ORG,2015
Microsoft,ORG,2015
Sony,ORG,2015
Nintendo,ORG,2015
Nintendo,ORG,2015
Sony,ORG,2015
Sony,ORG,2015
Nintendo,ORG,2015
Apple,ORG,2015
Phone Hardware,ORG,2015
Lumia,ORG,2015
non-Lumia,ORG,2015
NDS,ORG,2015
Lumia,ORG,2015
Microsoft,ORG,2015
Outlook,ORG,2015
OneDrive,ORG,2015
Skype,ORG,2015
Office,ORG,2015
Apple,ORG,2015
Samsung,ORG,2015
Android,ORG,2015
Office 365 Consumer,ORG,2015
Office 365 Home and Office 365 Personal,ORG,2015
Studios,ORG,2015
Mojang,ORG,2015
non-Microsoft,ORG,2015
Bing,ORG,2015
Bing Ads,ORG,2015
MSN,ORG,2015
Yahoo,ORG,2015
Yahoo,ORG,2015
AOL,ORG,2015
AppNexus,ORG,2015
Office 365 Consumer,ORG,2015
Microsoft Office,ORG,2015
Xbox,ORG,2015
Mojang Synergies AB,ORG,2015
Minecraft,ORG,2015
Minecraft,ORG,2015
Amazon,ORG,2015
Apple,ORG,2015
Google,ORG,2015
Google,ORG,2015
Facebook,ORG,2015
Yahoo,ORG,2015
Competitors to Office 365 Consumer,ORG,2015
Office Consumer,ORG,2015
Mojang,ORG,2015
Electronic Arts,ORG,2015
the Commercial Licensing and Commercial Other,ORG,2015
Commercial Licensing,ORG,2015
Commercial Licensing,ORG,2015
Microsoft SQL Server,ORG,2015
System Center,ORG,2015
Client Access Licenses,ORG,2015
Microsoft Office,ORG,2015
"Office, Exchange",ORG,2015
SharePoint,ORG,2015
Skype for Business,ORG,2015
Microsoft Dynamics,ORG,2015
Skype,ORG,2015
SQL Server,ORG,2015
CAL,ORG,2015
Office in Commercial Licensing,ORG,2015
Office Commercial,ORG,2015
Office Commercial,ORG,2015
Office Commercial,ORG,2015
Exchange,ORG,2015
SharePoint,ORG,2015
Skype for Business,ORG,2015
Lync,ORG,2015
Office,ORG,2015
Microsoft Dynamics,ORG,2015
Skype,ORG,2015
Hewlett-Packard,ORG,2015
IBM,ORG,2015
Oracle,ORG,2015
Linux,ORG,2015
Linux,ORG,2015
Linux,ORG,2015
Red Hat,ORG,2015
IBM,ORG,2015
Oracle,ORG,2015
the Java Platform Enterprise Edition,ORG,2015
CA Technologies,ORG,2015
IBM,ORG,2015
Oracle,ORG,2015
Linux,ORG,2015
PHP,ORG,2015
Java,ORG,2015
BMC,ORG,2015
CA Technologies,ORG,2015
Hewlett-Packard,ORG,2015
IBM,ORG,2015
IBM,ORG,2015
Oracle,ORG,2015
SAP,ORG,2015
Adobe,ORG,2015
IBM,ORG,2015
Oracle,ORG,2015
CA Technologies,ORG,2015
IBM,ORG,2015
Oracle,ORG,2015
SAP,ORG,2015
PHP,ORG,2015
Rails,ORG,2015
Competitors to Office Commercial,ORG,2015
Adobe Systems,ORG,2015
Apple,ORG,2015
Cisco Systems,ORG,2015
Google,ORG,2015
IBM,ORG,2015
Oracle,ORG,2015
SAP,ORG,2015
Cisco Systems,ORG,2015
Google,ORG,2015
D&C Licensing,ORG,2015
Microsoft Dynamics,ORG,2015
Oracle,ORG,2015
SAP,ORG,2015
Microsoft Dynamics,ORG,2015
Infor,ORG,2015
The Sage Group,ORG,2015
CRM,ORG,2015
Microsoft Dynamics CRM,ORG,2015
Skype,ORG,2015
Commercial Cloud,ORG,2015
Office 365 Commercial,ORG,2015
Microsoft Azure,ORG,2015
Microsoft Office,ORG,2015
Enterprise Services,ORG,2015
Premier Support Services,ORG,2015
Microsoft Consulting Services,ORG,2015
Office 365 Commercial,ORG,2015
"Microsoft Office, Exchange",ORG,2015
SharePoint,ORG,2015
Skype for Business,ORG,2015
Microsoft Azure,ORG,2015
Enterprise Mobility Suite,ORG,2015
Microsoft Azure,ORG,2015
IoT,ORG,2015
Microsoft Azure,ORG,2015
Enterprise Services,ORG,2015
Premier Support Services,ORG,2015
Microsoft Consulting Services,ORG,2015
Microsoft,ORG,2015
Microsoft,ORG,2015
Competition Competitors to Office 365,ORG,2015
Office Commercial,ORG,2015
Microsoft Azure,ORG,2015
Amazon,ORG,2015
Google,ORG,2015
IBM,ORG,2015
Oracle,ORG,2015
Salesforce.com,ORG,2015
VMware,ORG,2015
Enterprise Services,ORG,2015
Surface,ORG,2015
Microsoft,ORG,2015
Product and Service Development and Intellectual Property,ORG,2015
 Applications and Services Engineering Group,ORG,2015
Cloud and Enterprise Engineering Group,ORG,2015
Windows and Devices Engineering Group,ORG,2015
Lumia,ORG,2015
non-Lumia,ORG,2015
Surface Hub,ORG,2015
Microsoft Band,ORG,2015
Microsoft,ORG,2015
licensees,ORG,2015
Microsoft Research,ORG,2015
Microsoft Research,ORG,2015
Microsoft,ORG,2015
Microsoft,ORG,2015
Microsoft Office,ORG,2015
Bing,ORG,2015
"OEMs,",ORG,2015
Microsoft,ORG,2015
Acer,ORG,2015
ASUSTeK,ORG,2015
Dell,ORG,2015
Fujitsu,ORG,2015
Hewlett-Packard,ORG,2015
Lenovo,ORG,2015
Samsung,ORG,2015
Toshiba,ORG,2015
Microsoft,ORG,2015
Microsoft,ORG,2015
Microsoft,ORG,2015
Ingram Micro,ORG,2015
Tech Data,ORG,2015
CDW,ORG,2015
Dell,ORG,2015
Insight Enterprises,ORG,2015
Software House International,ORG,2015
Microsoft Dynamics,ORG,2015
Microsoft,ORG,2015
Microsoft,ORG,2015
Bing,ORG,2015
